City,State, Median Sale Price 
CENTURY VILLAGE,FL,"$44,966.67 "
OAKHURST,CA,"$285,800.00 "
WHITSETT,NC,"$182,658.33 "
MATTAWAN,MI,"$184,383.33 "
HUTCHINSON ISLAND SOUTH,FL,"$298,783.33 "
PISMO BEACH,CA,"$816,333.33 "
FLAGLER BEACH,FL,"$288,216.67 "
KEY LARGO,FL,"$537,708.33 "
ROUND HILL,VA,"$459,425.00 "
UNION,OH,"$101,633.33 "
COUPEVILLE,WA,"$366,325.00 "
WILLOW SPRINGS,IL,"$231,000.00 "
SIESTA KEY,FL,"$592,641.67 "
FATE,TX,"$259,175.00 "
TIMBER PINES,FL,"$157,091.67 "
PONCE INLET,FL,"$339,008.33 "
PARACHUTE,CO,"$212,833.33 "
PINETOP,AZ,"$262,883.33 "
SISTERS,OR,"$417,575.00 "
OCEAN ISLE BEACH,NC,"$331,375.00 "
CHATHAM,IL,"$183,733.33 "
DAGSBORO,DE,"$250,950.00 "
BIG BEAR LAKE,CA,"$340,475.00 "
SURFSIDE BEACH,SC,"$253,841.67 "
YOUNGTOWN,AZ,"$153,766.67 "
GRAND LEDGE,MI,"$143,025.00 "
MOUNT SHASTA,CA,"$296,691.67 "
LAKE DALLAS,TX,"$247,683.33 "
MINERAL BLUFF,GA,"$258,733.33 "
ISLE OF PALMS,SC,"$747,491.67 "
ORANGE BEACH,AL,"$259,383.33 "
SANIBEL,FL,"$710,191.67 "
FAIR OAKS RANCH,TX,"$437,450.00 "
HIDDEN VALLEY LAKE,CA,"$315,416.67 "
STAR,ID,"$316,791.67 "
SAINT AUGUSTINE BEACH,FL,"$355,658.33 "
STRATMOOR,CO,"$202,016.67 "
CHESTERBROOK,PA,"$257,025.00 "
CARMODY HILLS-PEPPER MILL VILLAGE,MD,"$209,991.67 "
BAKER CITY,OR,"$144,816.67 "
FLORISSANT,CO,"$279,933.33 "
SKIDAWAY ISLAND,GA,"$447,600.00 "
SOUTH PASADENA,FL,"$218,958.33 "
WILDWOOD,NJ,"$214,263.64 "
EASTHAM,MA,"$461,675.00 "
FREEPORT,FL,"$231,791.67 "
MADEIRA BEACH,FL,"$479,525.00 "
TWAIN HARTE,CA,"$288,808.33 "
MIRAMAR BEACH,FL,"$370,741.67 "
SEVEN LAKES,NC,"$239,200.00 "
SUNSET BEACH,NC,"$216,233.33 "
SAINT JAMES,NC,"$359,816.67 "
LOCHBUIE,CO,"$320,333.33 "
MORGANTON,GA,"$254,850.00 "
POINT PLEASANT BEACH,NJ,"$516,275.00 "
CORNVILLE,AZ,"$293,916.67 "
LOUGHMAN,FL,"$208,558.33 "
RUNNING SPRINGS,CA,"$202,050.00 "
GROVELAND,CA,"$259,666.67 "
VAIL,AZ,"$262,058.33 "
PORT LUDLOW,WA,"$424,566.67 "
MARATHON,FL,"$444,666.67 "
INDIAN ROCKS BEACH,FL,"$476,383.33 "
HYPOLUXO,FL,"$210,916.67 "
BUTLER BEACH,FL,"$311,633.33 "
SMITHFIELD,UT,"$245,566.67 "
KING CITY,OR,"$326,108.33 "
NORTH WILDWOOD,NJ,"$267,458.33 "
BEACH HAVEN WEST,NJ,"$344,850.00 "
BARTLETT,NH,"$200,458.33 "
POCONO LAKE,PA,"$115,658.33 "
TIERRA VERDE,FL,"$488,541.67 "
ARNOLD,CA,"$291,033.33 "
SHADY SIDE,MD,"$284,833.33 "
LAVALLETTE,NJ,"$514,450.00 "
PINE,AZ,"$247,416.67 "
DAYTONA BEACH SHORES,FL,"$266,050.00 "
PINGREE GROVE,IL,"$205,583.33 "
WINTER PARK,CO,"$412,058.33 "
IDYLLWILD,CA,"$316,925.00 "
SEVERANCE,CO,"$365,283.33 "
SEA ISLE CITY,NJ,"$679,808.33 "
PINE MOUNTAIN CLUB,CA,"$260,466.67 "
ANGEL FIRE,NM,"$311,525.00 "
LONG BEACH,NJ,"$766,616.67 "
COROLLA,NC,"$451,600.00 "
BLOOMING GROVE,NY,"$273,675.00 "
ABERDEEN,SD,"$187,597 "
ABILENE,TX,"$125,700 "
ALPENA,MI,"$85,300 "
AMARILLO,TX,"$134,900 "
AUSTIN,TX,"$368,600 "
BANGOR,ME,"$146,100 "
BEAUMONT,TX,"$109,900 "
BECKLEY,WV,"$69,100 "
BILLINGS,MT,"$235,900 "
BIRMINGHAM,AL,"$99,900 "
BISMARCK,ND,"$260,900 "
BROWNSVILLE,TX,"$89,500 "
BUFFALO,NY,"$86,200 "
BURLINGTON,IA,"$80,600 "
BURLINGTON,VT,"$320,000 "
BURNS,OR,"$98,500.00 "
CARIBOU,ME,"$97,500 "
CASPER,WY,"$205,500 "
CHEYENNE,WY,"$255,600 "
COLUMBIA,SC,"$134,000 "
CONCORDIA,KS,"$70,100 "
DAYTON,OH,"$51,800 "
DUBUQUE,IA,"$154,700 "
EAU CLAIRE,WI,"$166,100 "
FLINT,MI,"$18,900 "
GALVESTON,TX,"$207,500 "
GLASGOW,MT,"$143,900 "
HARTFORD,CT,"$127,700 "
HELENA,MT,"$258,000 "
HOUSTON,TX,"$186,000 "
JACKSON,MS,"$133,450 "
JOPLIN,MO,"$114,100 "
KANSAS CITY,MO,"$148,900 "
KODIAK,AK,"$321,900 "
LANDER,WY,"$239,700 "
LEWiSTON,ID,"$244,300 "
LUBBOCK,TX,"$134,900 "
MANSFIELD,OH,"$63,800 "
MCCOOK,NE,"$142,250 "
MERIDIAN,MS,"$139,000 "
MIDLAND,TX,"$260,600 "
MILES CITY,MT,"$144,800 "
MISSOULA,MT,"$308,100 "
MUSKEGON,MI,"$81,300 "
NOME,AK,"$81,300 "
POCATELLO,ID,"$168,300 "
PORTLAND,ME,"$311,100 "
PROVIDENCE,RI,"$213,000 "
RAPID CITY,SD,"$204,100 "
SAN ANGELO,TX,"$136,600 "
SCOTTSBLUFF,NE,"$115,200 "
SHERIDAN,WY,"$247,100 "
SHREVEPORT,LA,"$167,500 "
SIOUX FALLS ,SD,"$189,100 "
SPRINGFIELD,MO,"$138,700 "
SYRACUSE,NY,"$87,000 "
VICTORIA,TX,"$198,950 "
WAUSAU,WI,"$109,300 "
WILMINGTON,DE,"$189,900 "
WILMINGTON,NC,"$227,800 "
WINNEMUCCA,NV,"$194,900 "
